arm,layer,tanh_alpha
random,5,-0.006585828028619289
random,5,-0.003595085581764579
random,5,-0.00530647486448288
random,5,-0.0008981499122455716
random,5,-0.024262800812721252
random,5,-0.011566326953470707
random,5,-0.016675660386681557
random,5,-0.0021441159769892693
random,5,-0.009291698224842548
random,5,0.007553861476480961
random,5,-0.0034839988220483065
random,5,0.007580071222037077
random,5,-0.00916787888854742
random,5,0.0050181434489786625
random,5,-0.00614527240395546
random,5,0.005663156043738127
random,5,-0.007882734760642052
random,5,-0.0018790796166285872
random,5,-0.01704278774559498
random,5,-0.021736156195402145
random,5,-8.50797732709907e-05
random,5,-0.004839959554374218
random,5,0.0015958898002281785
random,5,-0.010527274571359158
random,5,-0.018084324896335602
random,5,0.005244933534413576
random,5,-0.00730487797409296
random,5,-0.0037687269505113363
random,5,0.0010627078590914607
random,5,-0.016980096697807312
random,5,-0.004949446301907301
random,5,-0.013067730702459812
random,5,-0.00011209955118829384
random,5,-0.012996471486985683
random,5,-0.008131801150739193
random,5,-0.013671886175870895
random,5,0.008546719327569008
random,5,-0.007055745925754309
random,5,-0.013225110247731209
random,5,-0.012366382405161858
random,5,-0.0028695829678326845
random,5,-0.002024217275902629
random,5,-0.01034738402813673
random,5,0.0055664111860096455
random,5,0.005207509733736515
random,5,-0.0062930528074502945
random,5,0.0008503550197929144
random,5,0.002803114475682378
random,5,-0.008787120692431927
random,5,-0.014957625418901443
random,5,0.0008065472939051688
random,6,-0.001420709420926869
random,6,-0.018508166074752808
random,6,-0.00797413382679224
random,6,-0.002256471198052168
random,6,-0.013161499984562397
random,6,-0.009804937057197094
random,6,-0.00962365884333849
random,6,-0.0015725905541330576
random,6,0.0017485065618529916
random,6,-0.0031442956533282995
random,6,0.009204333648085594
random,6,-0.015587909147143364
random,6,0.005196104757487774
random,6,-0.008248823694884777
random,6,0.005163421388715506
random,6,-0.0192121509462595
random,6,0.0008698133169673383
random,6,-0.026202088221907616
random,6,-0.011479970067739487
random,6,-0.009134292602539062
random,6,-0.010826659388840199
random,6,-0.013808821327984333
random,6,-0.004241243936121464
random,6,-0.010380290448665619
random,6,0.00019545870600268245
random,6,-0.013077368959784508
random,6,0.009469399228692055
random,6,-0.0237711314111948
random,6,-0.012401267886161804
random,6,0.0004893292207270861
random,6,0.0040250965394079685
random,6,-0.008391917683184147
random,6,-0.00264851120300591
random,6,-0.012276978231966496
random,6,-0.010901885107159615
random,6,-0.020978938788175583
